"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"sp|Q8IZ07|AN13A_HUMAN;sp|Q6ZTN6|AN13D_HUMAN",1,1,1,1,2,1,0.00323812823608146,0.0192710043379951,21.5968008083747,22.0097131393287,21.7912700346742,22.6588678374003,22.5206526672655,22.4357769068899
"sp|Q8IZ69|TRM2A_HUMAN",15,13,13,13,10,14,0.71274179751037,0.798728537301759,27.824572423677,27.6353832344413,27.6817786668509,28.0117277918396,27.3471302643741,28.037993047441
"sp|Q8IZ73|RUSD2_HUMAN",5,5,5,5,5,6,0.10571879712262,0.234695268677541,26.0631710277451,26.3073467937218,26.0074476380116,26.5622918310552,26.4387932051856,26.2388490528253
"sp|Q8IZD9|DOCK3_HUMAN",2,1,0,2,0,0,0.921556527592654,0.952353044377688,25.8116258187227,23.615055724425,NA,24.840162432016,NA,NA
"sp|Q8IZH2|XRN1_HUMAN",1,0,2,1,1,1,0.586098123763788,0.702914931936639,22.2528684527693,NA,22.2219574758853,23.0684286267914,22.1205165418263,22.130975388209
"sp|Q8IZL8|PELP1_HUMAN",13,15,8,12,13,11,0.270045204728761,0.422626800225729,27.4934373092117,27.70463378793,26.955230503252,27.9645131534187,27.762624240493,27.3701083746335
"sp|Q8IZP0|ABI1_HUMAN;sp|Q9NYB9|ABI2_HUMAN",3,3,3,3,4,3,0.501110580532667,0.63299542308237,24.7008650466802,24.9510766607699,25.0929724692867,24.588261008577,25.2623889306552,25.4548961156472
"sp|Q8IZQ5|SELH_HUMAN",2,1,2,3,2,2,0.115888186589137,0.249001618150626,24.6952312135997,23.8434332391586,25.0359324597688,25.3097494972329,24.9568506541922,25.1134882296844
"sp|Q8N0X7|SPART_HUMAN",3,3,3,4,4,4,0.119637930936418,0.254706287823678,24.9764717654422,24.8620970834236,24.8574469476033,25.0685459238394,25.0301649359378,25.2849747745993
"sp|Q8N108|MIER1_HUMAN",3,3,3,2,3,3,0.700053289420944,0.790760002685212,24.0488049121472,24.4096685318108,23.7477992401735,22.8090026006127,24.5301353858722,24.2750908857169
"sp|Q8N122|RPTOR_HUMAN",4,3,1,3,4,3,0.371535206357956,0.519702553182071,24.2923053423038,23.9893047484322,22.5563997141688,23.4608410050586,24.2919518168563,24.6827958021434
"sp|Q8N163|CCAR2_HUMAN",17,18,19,16,17,19,0.111046204750488,0.242327716128131,28.7967053944104,28.7642114174072,29.0308964826994,28.9855014969803,29.1289842574554,29.284505253218
"sp|Q8N183|NDUF2_HUMAN",5,5,6,5,4,5,0.576383390660036,0.694575112164844,25.944049743578,26.0589440158684,26.3922091413505,25.7783087600606,25.82392209046,26.3942376453699
"sp|Q8N1F7|NUP93_HUMAN",25,25,25,26,24,25,0.410677865964813,0.555837133823844,29.7598109055369,29.7122275337786,29.6842111134348,29.8852260983481,29.8281115779303,29.7339072208423
"sp|Q8N1G2|CMTR1_HUMAN",6,7,5,7,9,7,0.175620857717797,0.321259270239295,26.7849960272328,26.9456637407875,24.6315682588612,26.9958822662916,27.4879503299085,26.8950941417946
"sp|Q8N1G4|LRC47_HUMAN",13,13,15,14,15,16,0.0472355351256954,0.140035422308692,29.1015825764924,29.0311115970716,29.0415025471278,29.2839309442387,29.3065926301745,29.3853612378564
"sp|Q8N201|INT1_HUMAN",3,2,3,4,3,4,0.0419346302177006,0.129338679084555,24.0791804589131,23.3226656958433,23.5343354032351,24.667386211202,23.9315245032481,24.6384641920481
"sp|Q8N2F6|ARM10_HUMAN",1,2,2,4,3,3,0.0134144186077209,0.0573930379311071,21.5592329729235,23.0956654428614,23.1849063121393,24.9861872531235,23.9835162666798,24.3282333936266
"sp|Q8N3C0|ASCC3_HUMAN",2,4,2,1,0,2,0.0244722715875679,0.0888347094924642,24.1889724489673,25.1636428168196,24.8764491837537,23.8347704598598,NA,23.3337855411713
"sp|Q8N3D4|EH1L1_HUMAN",3,3,3,2,3,3,0.0128376046400331,0.0556561989984044,25.213436953489,25.6416290635337,25.5063997178412,24.2096880246527,24.8792735904514,24.8086183709528
"sp|Q8N3U4|STAG2_HUMAN;sp|Q8WVM7|STAG1_HUMAN;sp|Q9UJ98|STAG3_HUMAN",5,4,4,4,4,4,0.0518538022388309,0.148422775476818,24.8970851842656,25.1911559970499,25.3529268029217,25.3827118843506,25.7285109995689,25.5990475564223
"sp|Q8N3X1|FNBP4_HUMAN",4,4,4,4,4,4,0.153628768066979,0.296340371407525,24.5683612412064,24.4020641995954,24.6419885860819,24.5337240671659,24.9668684897941,24.9230728230706
"sp|Q8N442|GUF1_HUMAN;sp|P46943|GUF1_YEAST",1,0,1,1,0,2,0.747112839750061,0.825279559398066,24.5828398413444,NA,NA,24.3312544809895,NA,24.6392890605902
"sp|Q8N4C8|MINK1_HUMAN",5,2,3,3,3,3,0.000682282078014797,0.00673005948760391,25.5462381497623,25.3324651269805,25.3625655951894,23.8129987617499,24.1950820789588,24.4339834921989
"sp|Q8N4Q1|MIA40_HUMAN",3,4,4,3,4,4,0.346271353442687,0.497027565487946,27.0855214967907,27.1688251893495,26.9894828124602,27.0218591188748,27.4196437588184,27.2530645793869
"sp|Q8N543|OGFD1_HUMAN",3,1,5,5,4,3,0.387809694472484,0.534811788651583,25.4881064677737,24.2608839450902,26.1764608061073,25.9173028579029,25.7587853386006,25.6098187156755
"sp|Q8N5F7|NKAP_HUMAN;sp|Q5M9Q1|NKAPL_HUMAN",2,3,1,3,2,3,0.371350042630477,0.519592299052839,NA,23.6545579439749,22.7490447921112,24.36451577456,23.1884653612007,NA
"sp|Q8N5I9|NOPC1_HUMAN",2,2,2,2,2,2,0.496259997010073,0.6296355090603,23.8167702682688,23.961271348507,23.4709573706981,23.2781810282202,24.0618650037299,24.7640767227776
"sp|Q8N5M4|TTC9C_HUMAN",2,3,2,1,2,2,0.056164382903451,0.156008626984799,24.6747770871722,24.5380175457889,24.3366217582819,22.5204369472413,22.9772158670039,24.4457012372332
"sp|Q8N5M9|JAGN1_HUMAN",0,1,1,1,1,2,0.69143248840451,0.784201285595273,NA,24.711763988236,23.8359948892601,23.4038922176027,25.0336489155056,25.220845934611
"sp|Q8N5N7|RM50_HUMAN",3,3,3,3,3,2,0.394524440400997,0.541169684390586,24.6248738922216,24.9067196610853,24.909160854556,24.6263421876408,26.649199383392,24.7266791382901
"sp|Q8N684|CPSF7_HUMAN",8,7,6,8,6,7,0.171113360563335,0.317290276930722,27.6038084577721,27.5221397756209,27.3014598541107,27.6492666403149,27.6347264119955,27.7546631952306
"sp|Q8N6H7|ARFG2_HUMAN;sp|Q9NP61|ARFG3_HUMAN",8,8,7,7,7,8,0.612549972790018,0.722927335036722,27.3484263942947,27.3323474568169,27.005132785994,26.7889074464652,27.2454189079483,27.3344223520582
"sp|Q8N6M0|OTU6B_HUMAN",3,2,3,3,4,4,0.510745884457144,0.64069432386588,25.3433664798578,21.7922325876578,25.4115656085077,25.4295838740839,24.0516411768976,25.3186746259242
"sp|Q8N6R0|EFNMT_HUMAN",7,6,8,9,7,8,0.0121376151553381,0.0535412098636665,25.8262872356146,26.0374865114938,26.2037653393906,27.0231205468129,26.5905525409539,26.5153409796941
"sp|Q8N6T3|ARFG1_HUMAN",4,3,3,4,3,3,0.742630185206487,0.821855285372343,25.3147134022633,25.0523509042723,24.7694426482513,25.4625379783104,24.9092133573257,24.9922177327908
"sp|Q8N7H5|PAF1_HUMAN",10,7,9,11,9,7,0.0161164195293916,0.0655115023465953,26.411010582578,25.9272972923129,25.9527739578007,27.195033561028,27.0156592385359,26.5056201326223
"sp|Q8N8A6|DDX51_HUMAN;sp|P53734|DBP6_YEAST",4,4,6,3,3,5,0.62233064262968,0.730431441662786,25.2755890234946,25.2603274094168,26.1463829314671,25.165178953542,25.146987026475,25.8561118362628
"sp|Q8N954|GPT11_HUMAN",2,2,2,1,2,2,0.850780600861621,0.90220977654034,23.6285963483397,23.6026202962382,23.6193704936211,23.158793492314,23.6674504108251,23.9006732574469
"sp|Q8N983|RM43_HUMAN",1,1,1,1,1,2,0.246356660259257,0.398180166069048,22.849581119437,22.9005978291552,22.5152466468429,22.7157449774673,23.0424274998009,26.9373120008524
"sp|Q8N9N2|ASCC1_HUMAN",0,1,2,1,1,1,0.277511098267145,0.429632200929427,NA,21.9964367562545,24.5901797476333,22.5152253481985,21.9354166684889,22.4685649748878
"sp|Q8N9N8|EIF1A_HUMAN",2,3,3,3,3,3,0.341774352713643,0.493034982981653,25.7775672806184,26.4460131533548,26.1620360777122,26.3475782629593,26.3232334702468,26.309699922647
"sp|Q8N9T8|KRI1_HUMAN",5,5,6,5,5,8,0.607738065030109,0.718985032866129,25.9551974591194,25.60056983426,25.9529616278898,25.5544264890659,25.8191609573684,26.634022425266
"sp|Q8N9Z2|CC71L_HUMAN",1,1,1,1,2,2,0.0572430817060017,0.157838429579867,24.2581253284174,24.2125391900002,24.2537364831381,24.7594505191569,24.370398095753,24.5830064917933
"sp|Q8NAV1|PR38A_HUMAN",4,5,3,5,4,3,0.274081191962942,0.426914918328123,26.4487278482168,26.8428551205209,26.352357804673,27.1024762073656,26.8619671969949,26.4816744369972
"sp|Q8NB37|GALD1_HUMAN",4,4,3,4,4,3,0.70101982619046,0.791257135263305,29.0416250668779,29.0161492195031,28.841134426583,29.0766784379252,29.1254689817036,28.8581780643445
"sp|Q8NB90|AFG2H_HUMAN;sp|P32794|AFG2_YEAST",8,10,10,10,10,11,0.250835477076147,0.401566887612731,26.2691333032365,26.5397002270318,26.8266645570276,26.79761671185,26.7788566502987,26.7103359813996
"sp|Q8NBF2|NHLC2_HUMAN",3,2,2,4,4,2,0.0434998838838626,0.132423945580407,24.5305052234977,23.7847012442136,23.3120767536636,25.0770732350676,25.2226393858158,24.3373480671147
"sp|Q8NBJ5|GT251_HUMAN",2,3,3,2,2,2,0.246620274804708,0.398474425494644,23.9385786172048,24.4886099736853,24.732706921859,24.1053136949112,24.2946478139798,23.7708203941509
"sp|Q8NBJ7|SUMF2_HUMAN",2,3,3,2,1,1,0.550228412547896,0.673788477120056,22.943094405587,25.7505880404341,25.7697622835095,23.3767719740259,22.6927094953517,26.1381710355021
"sp|Q8NBN7|RDH13_HUMAN",5,5,5,5,5,5,0.281426880011665,0.432831392375709,26.1672570265725,26.2814024703658,26.2712708970447,26.1754716002429,26.6037248132147,26.475221219457
"sp|Q8NBS9|TXND5_HUMAN",8,8,6,7,8,8,0.605871665779154,0.71793816385031,28.2803294946452,28.4606551230192,27.7243977191148,28.2391766783874,28.3410300648377,28.2342498676204
"sp|Q8NBT2|SPC24_HUMAN",3,4,5,4,4,4,0.250800537694006,0.401566887612731,26.8343156978404,27.0620873950546,27.1691130085274,26.9755668383172,26.8379675478669,26.6822205898081
"sp|Q8NBU5|ATAD1_HUMAN",0,0,0,2,1,1,NA,NA,NA,NA,NA,23.0406358037069,NA,NA
"sp|Q8NBX0|SCPDL_HUMAN",2,2,1,2,1,1,0.303468199411943,0.454690469894742,24.7572523640257,24.8265730205964,23.9384201662812,24.3865589687234,24.0883264249154,24.1292442537125
"sp|Q8NC51|PAIRB_HUMAN",15,16,16,17,16,16,0.304040924743426,0.45512988918394,30.8381913634516,30.9310223612126,30.9475987314239,30.8625566698858,31.1454710391446,31.1576518511021
"sp|Q8NCA5|FA98A_HUMAN",2,2,4,3,3,4,0.0333973405808543,0.110330903365824,24.411648237855,25.2617183462639,24.9796791384288,25.6768423222382,25.3460341303154,25.7731004434872
"sp|Q8NCF5|NF2IP_HUMAN",2,1,2,2,1,2,0.304672086592841,0.455516467286604,23.1723957759769,20.7180464752548,23.3373695220102,23.8531577185758,22.6999984237607,23.2725013046928
"sp|Q8NCW5|NNRE_HUMAN",2,2,3,2,3,3,0.0988692505391124,0.225841588655495,25.5345440166052,25.4316399149452,26.1407758191024,25.8690144603118,26.5201092189743,26.2783213391278
"sp|Q8ND24|RN214_HUMAN",3,2,2,3,4,2,0.137845200433616,0.278080780065503,24.7433607995545,23.7942160970105,24.1698074932319,24.7668186193562,25.5692791723264,24.3751616023598
"sp|Q8ND56|LS14A_HUMAN",6,6,4,5,5,5,0.147112484387501,0.289048542052932,26.3318087515496,26.6730979005789,26.5090058905209,26.9124371944091,26.8732836196873,26.5464545076076
"sp|Q8NE71|ABCF1_HUMAN",15,13,13,13,15,16,0.142677006765567,0.284267077655659,28.5743694737942,28.4043609053816,28.5015838134475,28.4514774254962,28.9415645881505,29.0501587268513
"sp|Q8NEC7|GSTCD_HUMAN",1,0,0,2,0,0,0.23550104521151,0.387557462749558,22.1025899432187,NA,NA,22.6761881812761,NA,NA
"sp|Q8NEJ9|NGDN_HUMAN",3,3,4,5,4,4,0.00496897119735597,0.0268269538898136,25.0954552124704,25.3182163172291,25.868094339231,26.2636203265037,26.516035843133,26.6376388516132
"sp|Q8NEM2|SHCBP_HUMAN",2,0,1,3,2,2,0.375635685219388,0.524087937744697,23.3214778485962,NA,21.8277169809801,23.7963335885787,22.5852222454501,23.0634869179741
"sp|Q8NF50|DOCK8_HUMAN;sp|Q96HP0|DOCK6_HUMAN",7,6,8,8,7,9,0.296314906043108,0.447264328367817,25.5986686974288,25.4770539331027,25.4896802364538,25.9837792005377,25.5227884861309,25.6075813461857
"sp|Q8NF91|SYNE1_HUMAN",2,4,3,4,5,4,0.195616765695614,0.345272911743267,26.1241825834955,27.6166026432606,26.7020178817453,27.2649431366429,27.8162322209975,27.1762871352803
"sp|Q8NFF5|FAD1_HUMAN",2,3,3,1,3,2,0.532866756959183,0.659385509236299,23.8327294469484,24.2739930105515,24.6844710859821,23.0922965213773,24.4007451226317,24.4326756261583
"sp|Q8NFH3|NUP43_HUMAN",7,6,5,7,7,6,0.113808661242196,0.245963212805625,27.4157508250662,27.3274851802082,27.2080802154003,27.9522488529796,27.522680692272,27.4472770438994
"sp|Q8NFH4|NUP37_HUMAN",4,4,6,6,7,8,0.0218868692572975,0.0818203849970587,26.5509408437224,26.9063837531257,27.3163425784288,27.6147084280623,27.556068035035,27.5830198892185
"sp|Q8NFH5|NUP35_HUMAN",4,5,5,4,4,5,0.329395658013924,0.480856643279364,26.4913274445744,26.79647841199,27.0068511954864,26.7460984727849,26.9335800100093,27.2766987333837
"sp|Q8NFW8|NEUA_HUMAN",6,7,6,8,9,6,0.0242300048417504,0.0883491072065616,26.4434021386561,26.4434277996068,26.6095708119874,27.2403160122885,27.2657419375335,26.7086177565626
"sp|Q8NG31|KNL1_HUMAN",2,2,2,2,2,1,0.0795215301358248,0.196332590320182,22.2627663731445,22.4605999455487,22.78171678799,22.2754059630119,22.1316042079621,21.6451321048799
"sp|Q8NHP8|PLBL2_HUMAN",3,3,4,3,3,3,0.989727625829075,0.99461315915279,24.0436947915426,24.6208963098798,24.8077586345394,24.5405757248318,24.6932204099355,24.2286429126814
"sp|Q8NHZ8|CDC26_HUMAN",1,1,1,2,1,1,0.193192224169632,0.34225424484874,23.228707217457,23.2664991121933,23.020722245614,24.614072370789,23.2633870497442,23.342548802221
"sp|Q8NI22|MCFD2_HUMAN",1,2,2,2,2,2,0.00733974643216961,0.0362975719307497,24.7899909371532,24.8580157911578,25.2869282758305,25.6004133786035,25.6488372652724,25.7356016326869
"sp|Q8NI27|THOC2_HUMAN",19,18,20,18,20,21,0.0305639051504933,0.103274716850145,27.9325560637578,27.6025227212464,27.617643182491,28.2081804598541,28.148152087542,28.0219238969176
"sp|Q8NI36|WDR36_HUMAN",18,20,18,19,17,20,0.531849444684559,0.659045494985735,28.0775071221228,28.4331426831021,28.2759589763752,28.5035582946944,28.2226504456538,28.3581412324134
"sp|Q8TA86|RP9_HUMAN",2,2,1,2,1,2,0.808435582536038,0.869678457950203,24.0442431710389,24.2709878419939,22.7739366047215,23.281524314768,23.9218568949873,24.241397834551
"sp|Q8TAC1|RFESD_HUMAN",1,2,1,2,1,2,0.0138719468448797,0.0589376802470281,23.367252790341,23.8162605263002,23.6005189340253,24.6924660647835,24.001573540041,24.457441506611
"sp|Q8TAE6|PP14C_HUMAN",2,1,1,2,2,1,0.479864038819909,0.616399578869599,24.0100303798329,23.8145767083676,23.8282408591724,24.5857362489631,24.2731937585689,23.4733143064623
"sp|Q8TAE8|G45IP_HUMAN",1,1,1,0,2,1,0.227331006541207,0.380259944525962,23.0957109477036,22.6707683814836,23.0372429221692,NA,22.574002946904,22.759180817378
"sp|Q8TAF3|WDR48_HUMAN",4,2,3,4,3,3,0.360992901404541,0.509772056723291,24.6781376092095,24.0065161033569,24.679489555638,25.0452920376919,24.7102323225993,24.3964196517494
"sp|Q8TAG9|EXOC6_HUMAN",2,3,2,2,3,3,0.12191494116718,0.257980252292265,23.3858474902992,23.6076851233498,23.3958583163577,23.4216167046321,24.0082615082038,24.2813134031106
"sp|Q8TAQ2|SMRC2_HUMAN",10,8,11,12,11,9,0.0797173240374409,0.196558491710217,26.9969412637228,26.3748146996749,26.622842514992,27.2492906478174,27.0855560763177,26.924892137556
"sp|Q8TAT6|NPL4_HUMAN",5,4,5,5,4,6,0.618461087133008,0.72867153887916,26.0482582641933,25.8480704440881,26.5638554426878,26.1287761256182,25.9343635768039,26.9054168156268
"sp|Q8TB61|S35B2_HUMAN",1,0,1,0,2,2,0.00119968704173783,0.00965678893893089,21.82817250433,NA,21.6359231085237,NA,23.2303958057293,23.2980597156084
"sp|Q8TBC4|UBA3_HUMAN",2,2,2,2,2,3,0.0789677925773327,0.195616933009081,25.1650526914939,24.5175672914724,24.7358514768212,25.3134659761946,25.0278882341331,25.4700725539432
"sp|Q8TBF4|ZCRB1_HUMAN",0,2,0,1,1,0,0.397497766302983,0.544137960462882,NA,22.0522008724755,NA,23.0855118002676,22.1234007184789,NA
"sp|Q8TBN0|R3GEF_HUMAN",4,3,3,4,4,4,0.201493820893867,0.351481188463917,25.6490801935793,25.0913259850963,24.9200299717548,25.3419688176993,25.6927094953517,25.6134437774988
"sp|Q8TBX8|PI42C_HUMAN",3,3,2,2,2,1,0.537186576731302,0.66313633499473,25.5717885241612,25.4604330545014,24.9844240636129,25.465436076408,25.3871915819877,24.5740290963854
"sp|Q8TC07|TBC15_HUMAN",4,4,5,5,4,6,0.0375783213628044,0.120484155493746,25.708035169057,25.7010725172754,25.5111741105016,26.0888069532899,25.8392087994168,26.0640475950414
"sp|Q8TCC3|RM30_HUMAN",2,1,2,1,1,2,0.647942661072904,0.751982860333066,24.3701863590807,24.2010496886448,24.7083682234655,23.6693210700564,24.2055953651698,24.9116818358393
"sp|Q8TCD5|NT5C_HUMAN",2,2,1,2,2,2,0.153520784517829,0.296340371407525,24.1511192119033,24.7906232584078,22.1082524914963,25.1863670817277,24.58608907193,24.7359149712373
"sp|Q8TCG1|CIP2A_HUMAN",1,1,1,1,2,1,0.173908180409261,0.319756179054156,22.0278113451508,22.8394643369556,22.3999168431605,22.530917514782,26.2378656278119,23.1046533170653
"sp|Q8TCS8|PNPT1_HUMAN",10,11,12,10,10,9,0.625296399904734,0.732377070577932,27.462486800069,27.8003119705988,28.1413852705283,27.8023558392157,27.9594280110418,27.9477022277336
"sp|Q8TD16|BICD2_HUMAN",4,3,3,4,2,3,0.580378617968298,0.698195962532711,26.6271634245013,24.3312291113262,24.5871360351175,25.2371670887349,24.0004386563375,25.0831943073708
"sp|Q8TDD1|DDX54_HUMAN",0,1,1,1,1,2,0.279294942514793,0.431097428653551,NA,23.0040213292314,22.9137497452841,22.8747162662172,23.3220281766779,23.633918965476
"sp|Q8TDH9|BL1S5_HUMAN",2,2,2,2,3,2,0.976690821772598,0.98719721869692,24.8542586896699,24.0740123875189,24.8566045916132,23.5699419144604,25.1355663526833,25.0348032994304
"sp|Q8TDN6|BRX1_HUMAN",7,8,9,7,7,7,0.620487827493674,0.729638612140268,28.0273075357991,28.3751717228747,28.1905199186028,28.6249637080485,28.0778122539091,28.1912173356981
"sp|Q8TDP1|RNH2C_HUMAN",3,3,2,1,2,2,0.221081729852333,0.372738080332486,24.9057615582147,25.218090600842,24.663477946476,22.8531123251128,24.8618251784841,24.7308450000141
"sp|Q8TEA8|DTD1_HUMAN",1,2,2,2,2,1,0.0488047422420745,0.143390221352713,22.6756268004221,23.2346178035824,22.855705536118,24.4643964031982,24.6669953122302,23.0560006235499
"sp|Q8TED0|UTP15_HUMAN",9,10,12,11,11,10,0.0699151617697842,0.181068782348217,26.9539333444878,27.0128260128592,27.2753587912222,27.2810604324633,27.4617643756782,27.4244296296663
"sp|Q8TEQ6|GEMI5_HUMAN",22,23,24,25,21,25,0.134959099531389,0.274754233462653,28.3456484183897,28.6361877860232,28.4532823875087,28.8861969097557,28.6857622891021,28.6047269579065
"sp|Q8TEX9|IPO4_HUMAN",12,13,16,11,13,12,0.225530239016804,0.378070607637443,27.7664904226216,27.8065198586564,27.8642679297295,27.8351870480125,28.0742005406656,28.0177669845148
"sp|Q8TF05|PP4R1_HUMAN",7,7,8,7,4,7,0.729970454661762,0.812445476418535,25.8581884293831,26.1974363354303,26.1265371653999,26.3949047659068,25.8151764187575,26.1835506732704
"sp|Q8WTS1|ABHD5_HUMAN",1,1,2,1,2,2,0.494347676964311,0.628134193423203,22.2940893334993,21.8020210077734,22.8596347741776,21.9476991206784,22.9417728754186,22.9155597642614
"sp|Q8WTT2|NOC3L_HUMAN",4,2,4,3,4,4,0.991905633801855,0.995368849200219,25.1976254311972,23.9634764326681,24.7888750313623,23.9819380853899,24.9813215764193,24.9732477247294
"sp|Q8WU76|SCFD2_HUMAN",3,3,3,4,3,4,0.248499408010122,0.399923619083483,24.5768510613006,24.2451567132565,24.2912096260562,25.2744656301579,24.4036357480546,24.4726202581612
"sp|Q8WU79|SMAP2_HUMAN",6,5,5,5,5,5,0.774011728581033,0.844533565396813,27.2112003741601,26.6350851384754,26.6751961890714,26.8029434651251,26.9900283976289,26.9009097313513
"sp|Q8WU90|ZC3HF_HUMAN",6,6,7,6,7,6,0.247920917605039,0.399478746539366,27.6173846862359,27.6050210006145,28.0741769677062,28.1039075708968,28.2178868778799,27.7528183544608
"sp|Q8WUA2|PPIL4_HUMAN",4,6,6,6,4,6,0.556397175162345,0.679809101736238,24.6739504969891,26.1683803021462,26.2828282887144,26.18117825599,25.6649781481433,26.1536431737087
"sp|Q8WUA4|TF3C2_HUMAN",1,1,2,3,1,3,0.10523816151539,0.234043539901772,22.3518747468629,22.8682218046859,23.7217788578903,24.6184855125644,23.0991236135891,24.1969888603484
"sp|Q8WUB8|PHF10_HUMAN",3,3,0,3,2,3,0.701216413362691,0.791257135263305,24.5608435375175,24.6936945058312,NA,25.0007566740186,24.3312978372411,24.8513365713972
"sp|Q8WUD4|CCD12_HUMAN",3,3,3,4,4,4,0.00601758265216121,0.0312900322388876,26.6357093742648,26.3386293708004,26.4766076195948,27.1884149103765,27.0448515413622,26.9561574174778
"sp|Q8WUE5|CT55_HUMAN",0,1,2,2,0,1,0.0915437937593093,0.216103553275866,NA,22.797254464859,23.670479223915,24.8135820695009,NA,23.8837184977335
"sp|Q8WUH1|CHUR_HUMAN",2,2,2,2,2,2,0.985126302646106,0.991416501488955,25.2746546354821,25.1616242512631,25.0057118473031,25.0891201557916,25.2614418000998,25.0838382746576
"sp|Q8WUH6|TM263_HUMAN",3,2,3,3,3,4,0.0399764721338211,0.125828804746831,25.925119506807,25.3214508944884,25.5610265073903,26.3395407188806,25.9558397114531,26.1106657502631
"sp|Q8WUI4|HDAC7_HUMAN",3,4,3,2,2,4,0.00253584041076532,0.0160910600610381,26.834447806722,26.9708276643416,26.9068376736338,25.6138379631917,25.7149888624853,26.2762679396573
"sp|Q8WUM0|NU133_HUMAN",19,15,17,15,16,14,0.641091347221712,0.745802933934592,28.1879698847344,27.9215204934454,28.0266900797391,28.1583067825251,28.3038247939138,27.9029503946937
"sp|Q8WUM4|PDC6I_HUMAN",28,29,29,29,28,29,0.363218257020526,0.511951813567049,31.0884185175089,31.0181851960664,30.9777136119762,31.0584461207403,31.1983785301601,31.1544435468195
"sp|Q8WUW1|BRK1_HUMAN",2,2,2,2,2,2,0.0334899127188497,0.110487315019784,24.7337038299844,24.6988607910693,24.8719701763888,25.4765286655843,25.0747643184363,25.0709039955878
"sp|Q8WUX9|CHMP7_HUMAN",2,2,2,1,2,2,0.302218967567289,0.453096617224233,22.9721650810392,24.7781501889763,23.6621470680655,22.8739110909906,25.9130838609318,25.8772868872922
"sp|Q8WV22|NSE1_HUMAN",2,2,1,1,1,1,0.542637962690132,0.668009343840762,23.2804691410767,22.497736155363,23.3750565393726,23.2836646747276,21.8592892159972,23.1275257364862
"sp|Q8WVC0|LEO1_HUMAN",2,2,1,2,2,2,0.157374322331459,0.300716049632972,24.8583183703021,25.0917778973328,23.6604932332941,25.2263871412795,25.1903848021196,25.0789824992287
"sp|Q8WVD3|RN138_HUMAN",3,2,1,3,2,2,0.877360742708325,0.921492817900447,24.7760824322549,24.2810824353378,23.380089786858,24.4826301084455,23.9707192658782,24.1667716535827
"sp|Q8WVJ2|NUDC2_HUMAN",4,4,4,5,4,5,0.00761946885811205,0.0372391921712218,26.8214432931708,27.0853160172887,27.0348690481426,27.704404109861,27.3763557430343,27.6715501841094
"sp|Q8WVK2|SNR27_HUMAN",3,3,1,2,3,1,0.71023797176296,0.797459092598624,24.7002272632698,24.785389101687,23.8673179207268,24.4779276605533,23.8941267185457,24.6034924830397
"sp|Q8WVM0|TFB1M_HUMAN",2,2,2,2,1,2,0.273049495959332,0.425828227659527,24.0830996180682,23.9195048863001,24.3243144147368,24.8223614687575,23.9306581497971,24.5221487345018
"sp|Q8WVM8|SCFD1_HUMAN",9,10,8,9,9,9,0.36834200168227,0.516742155049354,27.2296999579503,27.5420552323642,27.204774349383,27.6600910749506,27.4052932899322,27.3684770255725
"sp|Q8WVV9|HNRLL_HUMAN",13,15,15,15,13,14,0.200385250446057,0.350114671790922,28.1372533399016,28.3188994466424,28.2034341041599,28.6949771460562,28.3000037762431,28.3301184136025
"sp|Q8WVY7|UBCP1_HUMAN",5,5,4,5,4,4,0.996763999272746,0.997485905085142,26.0089773091718,26.3155847329837,26.1603629921271,26.1846996688408,26.2361135614814,26.0657935142087
"sp|Q8WW01|SEN15_HUMAN",3,2,2,2,3,2,0.177546415464305,0.323690964909922,24.9124850822079,24.8404575865927,24.9888971991215,25.021101732363,25.259976828753,25.0382080526974
"sp|Q8WW12|PCNP_HUMAN",4,4,4,4,4,3,0.85676033959009,0.907267234338357,28.1459550736835,28.2570921625549,28.1482444049367,28.0866367614436,28.3319849252347,28.0600585961014
"sp|Q8WW33|GTSF1_HUMAN",6,6,6,6,4,4,0.0423198171259921,0.129965195774731,28.492014326549,28.3260085219002,28.3575416134636,28.164264553232,28.1074036222452,27.9317468105629
"sp|Q8WWM7|ATX2L_HUMAN",21,19,19,21,19,19,0.161299100828694,0.304641440529184,29.1078534471379,29.1269541348116,29.0728176138935,29.2280617856768,29.3530784869256,29.2440268536642
"sp|Q8WWY3|PRP31_HUMAN",7,7,8,8,7,9,0.0868530950818003,0.208635310997874,27.0742664905612,27.1152895653454,27.4348239170156,27.5514221833283,27.358951972835,27.8017616990136
"sp|Q8WX92|NELFB_HUMAN",5,7,7,5,4,6,0.127845547608602,0.266454970140805,26.0541012138094,26.4849093980814,26.3959411449745,26.0916473789217,25.4674131350482,26.1288405127141
"sp|Q8WXA9|SREK1_HUMAN",3,3,3,3,3,3,0.37880808302916,0.526859178388977,25.7245806430928,25.5453711754179,25.3357584721042,25.7815323274391,25.6948158528257,25.555003674194
